passenger_rates:	2704
{	5305	5020	2.71	}	
{	5304	5020	1.99	}	
{	5303	5020	0.22	}	
{	5302	5020	0.01	}	
{	5301	5020	0.00	}	
{	5012	5020	1.68	}	
{	5011	5020	23.38	}	
{	5010	5020	41.44	}	
{	5009	5020	26.79	}	
{	5008	5020	13.77	}	
{	5007	5020	1.39	}	
{	5006	5020	19.12	}	
{	5005	5020	3.32	}	
{	5004	5020	13.25	}	
{	5003	5020	11.63	}	
{	5002	5020	26.09	}	
{	5001	5020	6.81	}	
{	5119	5020	1.08	}	
{	5118	5020	0.88	}	
{	5117	5020	2.59	}	
{	5116	5020	0.53	}	
{	5115	5020	0.68	}	
{	5114	5020	0.60	}	
{	5113	5020	0.01	}	
{	5112	5020	0.37	}	
{	5111	5020	0.37	}	
{	5110	5020	0.28	}	
{	5109	5020	0.69	}	
{	5108	5020	0.08	}	
{	5107	5020	0.10	}	
{	5106	5020	0.04	}	
{	5105	5020	0.02	}	
{	5104	5020	0.19	}	
{	5103	5020	0.28	}	
{	5102	5020	0.89	}	
{	5101	5020	10.45	}	
{	5126	5306	60.22	}	
{	5125	5306	43.12	}	
{	5124	5306	66.83	}	
{	5123	5306	178.72	}	
{	5122	5306	37.62	}	
{	5121	5306	100.06	}	
{	5120	5306	54.99	}	
{	5013	5306	49.57	}	
{	5014	5306	0.00	}	
{	5015	5306	0.11	}	
{	5016	5306	0.00	}	
{	5017	5306	1.37	}	
{	5018	5306	2.59	}	
{	5019	5306	0.64	}	
{	5020	5306	0.38	}	
{	5306	5306	0.00	}	
{	5305	5306	7.68	}	
{	5304	5306	10.99	}	
{	5303	5306	18.48	}	
{	5302	5306	10.60	}	
{	5301	5306	9.79	}	
{	5012	5306	0.12	}	
{	5011	5306	3.59	}	
{	5010	5306	6.25	}	
{	5009	5306	2.85	}	
{	5008	5306	2.04	}	
{	5007	5306	0.24	}	
{	5006	5306	2.98	}	
{	5005	5306	0.61	}	
{	5004	5306	1.77	}	
{	5003	5306	1.67	}	
{	5002	5306	4.14	}	
{	5001	5306	0.66	}	
{	5119	5306	4.70	}	
{	5118	5306	2.00	}	
{	5117	5306	2.60	}	
{	5116	5306	0.61	}	
{	5115	5306	0.81	}	
{	5114	5306	0.53	}	
{	5113	5306	0.03	}	
{	5112	5306	0.46	}	
{	5111	5306	0.29	}	
{	5110	5306	0.29	}	
{	5109	5306	0.07	}	
{	5108	5306	0.14	}	
{	5107	5306	0.18	}	
{	5106	5306	0.14	}	
{	5105	5306	0.10	}	
{	5104	5306	0.27	}	
{	5103	5306	0.23	}	
{	5102	5306	0.20	}	
{	5101	5306	10.50	}	
{	5126	5305	68.90	}	
{	5125	5305	36.38	}	
{	5124	5305	26.29	}	
{	5123	5305	79.07	}	
{	5122	5305	18.66	}	
{	5121	5305	47.16	}	
{	5120	5305	10.54	}	
{	5013	5305	5.13	}	
{	5014	5305	0.49	}	
{	5015	5305	3.90	}	
{	5016	5305	2.12	}	
{	5017	5305	3.59	}	
{	5018	5305	13.19	}	
{	5019	5305	4.32	}	
{	5020	5305	2.01	}	
{	5306	5305	5.89	}	
{	5305	5305	0.00	}	
{	5304	5305	28.81	}	
{	5303	5305	26.82	}	
{	5302	5305	13.77	}	
{	5301	5305	20.84	}	
{	5012	5305	0.15	}	
{	5011	5305	11.43	}	
{	5010	5305	24.60	}	
{	5009	5305	15.30	}	
{	5008	5305	12.52	}	
{	5007	5305	1.80	}	
{	5006	5305	12.95	}	
