,Line_ID,Trip_ID,Vehicle_ID,Start_stop_ID,Start_stop_name,End_stop_id,End_stop_name,Passenger_load,Unnamed: 8
1228,51,5104,-1,5116,Uilenstede,5117,Van_Boshuizenstraat,0,
1229,51,5104,-1,5117,Van_Boshuizenstraat,5118,A.J._Ernststraat,0,
1230,51,5104,-1,5118,A.J._Ernststraat,5119,De_Boelelaan/VU,0,
1231,51,5104,-1,5119,De_Boelelaan/VU,5010,Station_Zuid,0,
1232,51,5104,-1,5010,Station_Zuid,5011,Station_RAI,0,
1233,51,5104,-1,5011,Station_RAI,5012,Overamstel,0,
1234,51,5104,-1,5012,Overamstel,5120,Spaklerweg,0,
1235,51,5104,-1,5120,Spaklerweg,5121,Amstelstation,1,
1236,51,5104,-1,5121,Amstelstation,5122,Wibautstraat,2,
1237,51,5104,-1,5122,Wibautstraat,5123,Weesperplein,4,
1238,51,5104,-1,5123,Weesperplein,5124,Waterlooplein,14,
1239,51,5104,-1,5124,Waterlooplein,5125,Nieuwmarkt,19,
1240,51,5104,-1,5125,Nieuwmarkt,5126,Centraal_Station,15,
1241,51,5105,-1,5101,Westwijk,5102,Sacharovlaan,0,
1242,51,5105,-1,5102,Sacharovlaan,5103,Spinnerij,0,
1243,51,5105,-1,5103,Spinnerij,5104,Poortwachter,0,
1244,51,5105,-1,5104,Poortwachter,5105,Brink,0,
1245,51,5105,-1,5105,Brink,5106,Meent,0,
1246,51,5105,-1,5106,Meent,5107,Gondel,0,
1247,51,5105,-1,5107,Gondel,5108,Marne,0,
1248,51,5105,-1,5108,Marne,5109,Sportlaan,0,
1249,51,5105,-1,5109,Sportlaan,5110,Ouderkerkerlaan,0,
1250,51,5105,-1,5110,Ouderkerkerlaan,5111,Amstelveen_centrum,0,
1251,51,5105,-1,5111,Amstelveen_centrum,5112,Oranjebaan,0,
1252,51,5105,-1,5112,Oranjebaan,5113,Onderuit,0,
1253,51,5105,-1,5113,Onderuit,5114,Zonnestein,0,
1254,51,5105,-1,5114,Zonnestein,5115,Kronenburg,0,
1255,51,5105,-1,5115,Kronenburg,5116,Uilenstede,0,
1256,51,5105,-1,5116,Uilenstede,5117,Van_Boshuizenstraat,0,
1257,51,5105,-1,5117,Van_Boshuizenstraat,5118,A.J._Ernststraat,0,
1258,51,5105,-1,5118,A.J._Ernststraat,5119,De_Boelelaan/VU,0,
1259,51,5105,-1,5119,De_Boelelaan/VU,5010,Station_Zuid,0,
1260,51,5105,-1,5010,Station_Zuid,5011,Station_RAI,1,
1261,51,5105,-1,5011,Station_RAI,5012,Overamstel,2,
1262,51,5105,-1,5012,Overamstel,5120,Spaklerweg,5,
1263,51,5105,-1,5120,Spaklerweg,5121,Amstelstation,13,
